CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME
CHEMBL1951746	1280736	CHEMBL1963071	1284782		7	492.64	6.04	76.73	1	[Br-].CN(C)c1cc[n+](Cc2ccc(CCCCc3ccc(Cn4cnc5c(N)ncnc45)cc3)cc2)cc1	15026508	IC50	=	162	nM	6.79			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1448863	CHEMBL3375065	F	Antiplasmodial activity against Plasmodium falciparum 3D7 infected in human erythrocytes assessed as parasite growth inhibition after 72 hrs by SYBR Green I dye based fluorescence assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			90672	CHEMBL3351532	25089811	Eur. J. Med. Chem.	2014	85		289			
CHEMBL3415870	1839064	CHEMBL3415870	1839064		1e	301.17	5.18	17.82	1	Cn1cc2c3cc(Cl)ccc3nc2c4cc(Cl)ccc14	15217326	IC50	=	172.2	nM	6.76			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1471795	CHEMBL3417906	F	Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			91542	CHEMBL3414562	25747499	Eur. J. Med. Chem.	2015	94		56			
CHEMBL3219643	1726035	CHEMBL3219643	1726035		14a	323.34	3.32	64.63	0	CC(C)OC(=O)C1=CNc2ccc(Oc3ccccc3)cc2C1=O	14545607	IC50	=	183.9	nM	6.74			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1330156	CHEMBL3223784	F	Antimalarial activity against wild type Plasmodium falciparum 3D7 assessed as growth inhibition	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			81832	CHEMBL3217655		MedChemComm	2012	3	1	39			
CHEMBL3311433	1780543	CHEMBL3311433	1780543		7j	531.09	5.28	66.49	2	Clc1ccc2c(NCCCCCCNCC3=CC(=O)C(=CN3C4CC4)OCc5ccccc5)ccnc2c1	15011092	IC50	=	190	nM	6.72			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1456431	CHEMBL3368880	F	Antiplasmodial activity against Plasmodium falciparum 3D7 infected in erythrocytes assessed as [3H]hypoxanthine incorporation after 24 hrs by microbeta scintillation counting analysis	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			90381	CHEMBL3352080	24974345	Bioorg. Med. Chem. Lett.	2014	24	15	3263			
CHEMBL3264796	1749788	CHEMBL3264796	1749788		1SS	692.91	4.95	136.66	1	CCCN(CCC)C(=O)c1cc(cc(c1)C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CNC(C)(C)c3cccc(OC)c3)N4CCCCS4(=O)=O	14656157	IC50	=	200	nM	6.7			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1353682	CHEMBL3271814	F	Antimalarial activity against blood-stage Plasmodium falciparum 3D7 assessed as inhibition of parasite growth after 96 hrs by SYBR Green I assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			83020	CHEMBL3259525		ACS Med. Chem. Lett.	2014	5	4	373			
CHEMBL3289167	1759712	CHEMBL3289167	1759712		1q	324.37	2.09	96.89	0	CCCOc1cccc(c1)C(=O)NOCCCCCC(=O)NO	14720529	IC50	=	240	nM	6.62			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1365849	CHEMBL3296470	F	Antimalarial activity against asexual blood stage of Plasmodium falciparum 3D7 infected in human serum assessed as [3H]hypoxanthine incorporation incubated for 48 hrs prior to 3H]hypoxanthine addition measured after 24 hrs by liquid scintillation counting analysis	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			83947	CHEMBL3286295	24904967	Eur. J. Med. Chem.	2014	82		204			
CHEMBL3109528	1614729	CHEMBL3109528	1614729		8a	443.54	5.01	74.65	1	CCC(CN1C(=N)NC(C1=O)(c2ccc(OC)cc2)c3ccc(OC)cc3)c4ccccc4	13891665	IC50	=	244	nM	6.61			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1286907	CHEMBL3110821	F	Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in RBV after 72 hrs by SYBR Green I-based fluorescence method	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			76635	CHEMBL3108756		ACS Med. Chem. Lett.	2014	5	1	89			
CHEMBL3416958	1840163	CHEMBL3416958	1840163		8	299.39	3.8	81.73	0	CC(C)NC1=Nc2cc(sc2C(=O)N1)c3ccc(C)cc3	15211672	IC50	=	247	nM	6.61			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1470497	CHEMBL3419214	F	Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in human erythrocytes assessed as parasite growth inhibition after 72 hrs by SYBR Green I dye-based fluorescence assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			91563	CHEMBL3414541	25791675	Eur. J. Med. Chem.	2015	95		16			
CHEMBL3335103	1791234	CHEMBL3335103	1791234		14	386.27	4.5	70.97	0	N\C(=N/N=C/c1ccc(Cl)c(Cl)c1)\CC(O)c2cccc3ccccc23	15128123	IC50	=	250	nM	6.6			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1432089	CHEMBL3389348	F	Antiplasmodial activity against Plasmodium falciparum 3D7 asexual blood stages after 3 days by HRP2 detection based ELISA method	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			89298	CHEMBL3351566	25195945	J. Med. Chem.	2014	57	19	7971			
CHEMBL3289168	1759713	CHEMBL3289168	1759713		1r	322.4	3.09	87.66	0	CCCCc1ccc(cc1)C(=O)NOCCCCCC(=O)NO	14720531	IC50	=	260	nM	6.59			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1365849	CHEMBL3296470	F	Antimalarial activity against asexual blood stage of Plasmodium falciparum 3D7 infected in human serum assessed as [3H]hypoxanthine incorporation incubated for 48 hrs prior to 3H]hypoxanthine addition measured after 24 hrs by liquid scintillation counting analysis	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			83947	CHEMBL3286295	24904967	Eur. J. Med. Chem.	2014	82		204			
CHEMBL492529	476772	CHEMBL492529	476772		8, DSM267	293.25	3.55	55.11	0	Cc1cc(Nc2ccc(cc2)C(F)(F)F)n3ncnc3n1	14734105	IC50	=	260	nM	6.59			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1366445	CHEMBL3296345	F	Antimalarial activity against Plasmodium falciparum 3D7 infected in RBC after 72 hrs by SYBR green dye based flow cytometry	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			83791	CHEMBL3286300	24801997	J. Med. Chem.	2014	57	12	5381			
CHEMBL3103527	1611599	CHEMBL3103527	1611599		16	487.98	5.03	75.44	1	CN(CCCNc1ccnc2cc(Cl)ccc12)C(=O)c3ccc(\C=C\C(=O)c4oc(C)cc4)cc3	13886173	IC50	=	370	nM	6.43			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1283898	CHEMBL3106511	F	Antimalarial activity against Plasmodium falciparum 3D7 after 48 hrs by LDH colorimetric assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			76600	CHEMBL3102808	24411478	Bioorg. Med. Chem.	2014	22	3	1128			
CHEMBL3338926	1793431	CHEMBL3338926	1793431		7d	626.8	6.73	79.44	2	CC(C)(C)c1ccc2c(c1)[C@H]3O[C@H](COCc4ccccc4)[C@@H](OCc5ccccc5)[C@H](OCc6ccccc6)[C@H]3CS2(=O)=O	15119912	IC50	=	390	nM	6.41			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1438359	CHEMBL3382422	F	Antimalarial activity against Plasmodium falciparum 3D7 after 48 hrs by parasite lactate dehydrogenase assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			89443	CHEMBL3352507	25255435	Eur. J. Med. Chem.	2014	87		197			
CHEMBL3093743	1608127	CHEMBL3093743	1608127		25	592.68	2.2	132.04	1	CC1(CCC(=O)NCc2cccc(CNC(=O)CCC3(C)OOC4(CCCCC4)OO3)c2)OOC5(CCCCC5)OO1	13854144	IC50	=	415.5	nM	6.38			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1279485	CHEMBL3097010	F	Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 assessed as parasite growth inhibition after 48 hrs by SYBR green-1 dye-based fluorescence assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			76174	CHEMBL3091350	24148834	Bioorg. Med. Chem.	2013	21	23	7392			
CHEMBL3114827	1617799	CHEMBL3139373	1628704		17	307.33	-1.54	119.63	0	Cl.Cn1cc(CCN)c2C(=O)C3=C(C(=O)c12)S(=O)(=O)C=CN3	13924100	IC50	=	416	nM	6.38			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1289813	CHEMBL3119287	F	Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 assessed as [3H]-hypoxanthine incorporation after 48 hrs by liquid scintillation counting analysis	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			76783	CHEMBL3112478		ACS Med. Chem. Lett.	2014	5	2	178			
CHEMBL3109548	1614749	CHEMBL3109548	1614749		9e	494.58	3.28	104.19	0	COc1ccc(cc1)C2(NC(=N)N(C3CCN(CC3)C(=O)OC(C)(C)C)C2=O)c4ccc(OC)cc4	13891350	IC50	=	436	nM	6.36			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1286907	CHEMBL3110821	F	Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in RBV after 72 hrs by SYBR Green I-based fluorescence method	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			76635	CHEMBL3108756		ACS Med. Chem. Lett.	2014	5	1	89			
CHEMBL1951747	1280737	CHEMBL1962410	1284121		8	518.68	6.5	76.73	2	[Br-].Nc1ncnc2c1ncn2Cc3ccc(CCCCc4ccc(C[n+]5ccc(cc5)N6CCCC6)cc4)cc3	15026507	IC50	=	460	nM	6.34			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1448863	CHEMBL3375065	F	Antiplasmodial activity against Plasmodium falciparum 3D7 infected in human erythrocytes assessed as parasite growth inhibition after 72 hrs by SYBR Green I dye based fluorescence assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			90672	CHEMBL3351532	25089811	Eur. J. Med. Chem.	2014	85		289			
CHEMBL3109550	1614751	CHEMBL3109550	1614751		9g	409.48	2.75	83.88	0	COc1ccc(cc1)C2(NC(=N)N(CC3CCOCC3)C2=O)c4ccc(OC)cc4	13891348	IC50	=	463	nM	6.33			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1286907	CHEMBL3110821	F	Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in RBV after 72 hrs by SYBR Green I-based fluorescence method	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			76635	CHEMBL3108756		ACS Med. Chem. Lett.	2014	5	1	89			
CHEMBL2164262	1427687	CHEMBL2164262	1427687		5	311.18	.55	117.11	0	CN(O)C(=O)COC(c1ccc(F)c(F)c1)P(=O)(O)O	15192767	IC50	=	540	nM	6.27			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1467370	CHEMBL3411607	F	Antiplasmodial activity against blood stage forms of chloroquine-sensitive Plasmodium falciparum 3D7 incubated for 3 days by HRP2 detection based ELISA method	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			91397	CHEMBL3407342	25633870	J. Med. Chem.	2015	58	4	2025			
CHEMBL2311802	1510842	CHEMBL2311802	1510842		1g	284.28	1.44	87.66	0	ONC(=O)CCCCCONC(=O)c1ccc(F)cc1	14720533	IC50	=	580	nM	6.24			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1365849	CHEMBL3296470	F	Antimalarial activity against asexual blood stage of Plasmodium falciparum 3D7 infected in human serum assessed as [3H]hypoxanthine incorporation incubated for 48 hrs prior to 3H]hypoxanthine addition measured after 24 hrs by liquid scintillation counting analysis	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			83947	CHEMBL3286295	24904967	Eur. J. Med. Chem.	2014	82		204			
CHEMBL3109520	1614721	CHEMBL3109520	1614721		(+/-)-10k	440.54	4.58	78.31	0	COc1ccc(cc1)C2(NC(=N)N(C3CCCCC3)C2=O)c4cccc(c4)c5cccnc5	13891337	IC50	=	595	nM	6.23			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1286907	CHEMBL3110821	F	Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in RBV after 72 hrs by SYBR Green I-based fluorescence method	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			76635	CHEMBL3108756		ACS Med. Chem. Lett.	2014	5	1	89			
CHEMBL3109541	1614742	CHEMBL3109541	1614742		8n	379.45	3.73	74.65	0	COc1ccc(cc1)C2(NC(=N)N(C3CCCC3)C2=O)c4ccc(OC)cc4	13891358	IC50	=	611	nM	6.21			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1286907	CHEMBL3110821	F	Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in RBV after 72 hrs by SYBR Green I-based fluorescence method	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			76635	CHEMBL3108756		ACS Med. Chem. Lett.	2014	5	1	89			
CHEMBL3359690	1823861	CHEMBL3359690	1823861		13a	274.28	.19	96.25	0	CC(=O)NC(C(=O)NO)c1ccc(cc1)n2cccn2	15106730	IC50	=	619	nM	6.21			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1438461	CHEMBL3384273	F	Antimalarial activity against Plasmodium falciparum 3D7 assessed as parasite growth inhibition after 72 hrs by DAPI staining based confocal microscopy	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			89558	CHEMBL3351583	25299353	J. Med. Chem.	2014	57	21	9168			
CHEMBL3289170	1759715	CHEMBL3289170	1759715		1t	256.26	.63	100.8	0	ONC(=O)CCCCCONC(=O)c1occc1	14720534	IC50	=	620	nM	6.21			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1365849	CHEMBL3296470	F	Antimalarial activity against asexual blood stage of Plasmodium falciparum 3D7 infected in human serum assessed as [3H]hypoxanthine incorporation incubated for 48 hrs prior to 3H]hypoxanthine addition measured after 24 hrs by liquid scintillation counting analysis	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			83947	CHEMBL3286295	24904967	Eur. J. Med. Chem.	2014	82		204			
CHEMBL3235278	1733799	CHEMBL3235278	1733799		5{1,1,3,3}	639.4	9.29	70.57	2	Clc1ccc(cc1)\N=C(/NCCCCNc2ccnc3cc(Cl)ccc23)\Nc4ccccc4Oc5cc(Cl)ccc5Cl	14578317	IC50	=	653.5	nM	6.18			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1337264	CHEMBL3240878	F	Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected after 72 hrs by Malaria SYBR Green I-staining based fluorescence assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			82186	CHEMBL3232804	24630564	Bioorg. Med. Chem. Lett.	2014	24	7	1719			
CHEMBL3401308	1831508	CHEMBL3401308	1831508		10a	464.05	6.05	36.33	1	CCN(CC)CCNc1cc(Cl)cc2nc3c4ccccc4n(CCN5CCCC5)c3cc12	15164936	IC50	=	656	nM	6.18			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1465729	CHEMBL3405490	F	Antimalarial activity against ring stage Plasmodium falciparum 3D7 infected with human red blood cells incubated for 48 hrs by SYBR Green method	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			91115	CHEMBL3400065	25725608	Bioorg. Med. Chem.	2015	23	7	1530			
CHEMBL468610	495781	CHEMBL468610	495781		AQPYRID	271.36	2.76	48.39	0	CCN(CC)Cc1cc(Nc2ccncc2)ccc1O	12450927	IC50	=	680	nM	6.17			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	910493	CHEMBL3055250	F	Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 assessed as incorporation of [3H]hypoxanthine after 48 hr microdilution method	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			69829	CHEMBL3044897		Med Chem Res	2007	16	5	213			
CHEMBL3109540	1614741	CHEMBL3109540	1614741		8m	365.43	3.28	74.65	0	COc1ccc(cc1)C2(NC(=N)N(C3CCC3)C2=O)c4ccc(OC)cc4	13891359	IC50	=	722	nM	6.14			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1286907	CHEMBL3110821	F	Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in RBV after 72 hrs by SYBR Green I-based fluorescence method	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			76635	CHEMBL3108756		ACS Med. Chem. Lett.	2014	5	1	89			
CHEMBL3109525	1614726	CHEMBL3109525	1614726		10p	487.59	4.96	81.97	0	N=C1NC(C(=O)N1C2CCCCC2)(c3cccc(c3)c4cccnc4)c5cccc(c5)c6cccnc6	13891332	IC50	=	725	nM	6.14			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1286907	CHEMBL3110821	F	Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in RBV after 72 hrs by SYBR Green I-based fluorescence method	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			76635	CHEMBL3108756		ACS Med. Chem. Lett.	2014	5	1	89			
CHEMBL3359688	1823859	CHEMBL3359688	1823859		7	332.35	1.76	105.48	0	CC(C)(C)OC(=O)NC(C(=O)NO)c1ccc(cc1)n2cccn2	15106731	IC50	=	783	nM	6.11			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1438461	CHEMBL3384273	F	Antimalarial activity against Plasmodium falciparum 3D7 assessed as parasite growth inhibition after 72 hrs by DAPI staining based confocal microscopy	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			89558	CHEMBL3351583	25299353	J. Med. Chem.	2014	57	21	9168			
CHEMBL3109534	1614735	CHEMBL3109534	1614735		8g	401.46	3.92	74.65	0	COc1ccc(cc1)C2(NC(=N)N(Cc3ccccc3)C2=O)c4ccc(OC)cc4	13891657	IC50	=	855	nM	6.07			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1286907	CHEMBL3110821	F	Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in RBV after 72 hrs by SYBR Green I-based fluorescence method	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			76635	CHEMBL3108756		ACS Med. Chem. Lett.	2014	5	1	89			
CHEMBL3329577	1788564	CHEMBL3329577	1788564		7c	685.63	1.9	227.67	2	COc1ccc(NC(=O)Nc2cccc(\C=C\C(=O)C[C@@H]3O[C@H](COC(=O)C)[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@H]3OC(=O)C)c2)c(c1)[N+](=O)[O-]	15127421	IC50	=	940	nM	6.03			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1454180	CHEMBL3363210	F	Antimalarial activity against Plasmodium falciparum 3D7 after 72 hrs by SYBR Green fluorescence assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			90818	CHEMBL3351535	25147607	ACS Med. Chem. Lett.	2014	5	8	878			
CHEMBL1951749	1280739	CHEMBL1963130	1284841		10	436.53	4.22	76.73	0	[Br-].CN(C)c1cc[n+](Cc2ccc(cc2)c3ccc(Cn4cnc(N)c5ncnc45)cc3)cc1	15026505	IC50	=	949	nM	6.02			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1448863	CHEMBL3375065	F	Antiplasmodial activity against Plasmodium falciparum 3D7 infected in human erythrocytes assessed as parasite growth inhibition after 72 hrs by SYBR Green I dye based fluorescence assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			90672	CHEMBL3351532	25089811	Eur. J. Med. Chem.	2014	85		289			
CHEMBL3222266	1728684	CHEMBL3222266	1728684		13	495.92	2.32	141.66	0	CC(C)(C)N(Cc1cc(Nc2ccnc3cc(Cl)ccc23)cc(c1)c4no[n+]([O-])c4\C=N\O)N=O	14536786	IC50	=	1070	nM	5.97			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1328984	CHEMBL3223115	F	Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in human erythrocytes after 96 hrs by luciferase based delayed death assay	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			81968	CHEMBL3217651		MedChemComm	2012	3	12	1505			
CHEMBL3402992	1833209	CHEMBL3402992	1833209		24	572.65	3.46	115.38	1	CC[C@@H](C)[C@H](N1C(=O)c2ccccc2C1=O)C(=O)N3CCN(CC3)C(=O)[C@H]([C@H](C)CC)N4C(=O)c5ccccc5C4=O	15183785	IC50	=	1100	nM	5.96			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1465109	CHEMBL3405441	F	Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in human erythrocyte assessed as parasite viability after 90 hrs by [3H]hypoxanthine incorporation based liquid scintillation counting analysis	1	Scientific Literature	Plasmodium falciparum 3D7		36329	Autocuration	BAO_0000218	107053	CHEMBL2366922	ORGANISM		Plasmodium falciparum 3D7	Plasmodium falciparum 3D7	1	Non-molecular			91160	CHEMBL3400128	25766631	Bioorg. Med. Chem.	2015	23	8	1817			
